,accuracy,precision,recall,f1,f2,specificity,npv,mcc
1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,0.974025974025974,1.0,0.9090909090909091,0.9523809523809523,0.9259259259259259,1.0,0.9649122807017544,0.9365858115816941
1,0.974025974025974,1.0,0.9090909090909091,0.9523809523809523,0.9259259259259259,1.0,0.9649122807017544,0.9365858115816941
1,0.974025974025974,1.0,0.9090909090909091,0.9523809523809523,0.9259259259259259,1.0,0.9649122807017544,0.9365858115816941
1,0.974025974025974,1.0,0.9090909090909091,0.9523809523809523,0.9259259259259259,1.0,0.9649122807017544,0.9365858115816941
1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,0.974025974025974,1.0,0.9090909090909091,0.9523809523809523,0.9259259259259259,1.0,0.9649122807017544,0.9365858115816941
1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,0.935064935064935,1.0,0.7727272727272727,0.8717948717948718,0.8095238095238095,1.0,0.9166666666666666,0.8416254115301732
